,Humidity,Temperature,Steps,Stress
1929,24.8,93.8,177,2
1930,26.22,95.22,177,2
1931,17.37,86.37,9,1
1932,21.01,90.01,129,1
1933,26.44,95.44,199,2
1934,11.49,80.49,58,0
1935,10.16,79.16,16,0
1936,24.83,93.83,180,2
1937,12.57,81.57,75,0
1938,24.59,93.59,156,2
1939,18.23,87.23,4,1
1940,10.5,79.5,50,0
1941,23.86,92.86,154,2
1942,23.41,92.41,180,2
1943,13.66,82.66,2,0
1944,11.36,80.36,45,0
1945,22.33,91.33,109,1
1946,15.89,84.89,43,1
1947,12.67,81.67,85,0
1948,22.07,91.07,121,1
1949,28.78,97.78,149,2
1950,17.65,86.65,37,1
1951,24.72,93.72,169,2
1952,15.48,84.48,2,1
1953,28.67,97.67,138,2
1954,24.5,93.5,147,2
1955,26.82,95.82,166,2
1956,13.19,82.19,46,0
1957,16.34,85.34,88,1
1958,18.11,87.11,83,1
1959,13.29,82.29,56,0
1960,22.17,91.17,93,1
1961,28.48,97.48,190,2
1962,16.71,85.71,34,1
1963,27.98,96.98,140,2
1964,11.15,80.15,24,0
1965,13.63,82.63,90,0
1966,22.98,91.98,137,2
1967,17.64,86.64,36,1
1968,25.53,94.53,179,2
1969,16.77,85.77,40,1
1970,18.88,87.88,69,1
1971,28.1,97.1,152,2
1972,10.12,79.12,12,0
1973,27.65,96.65,178,2
1974,14.48,83.48,84,0
1975,29.16,98.16,187,2
1976,28.58,97.58,200,2
1977,24.81,93.81,178,2
1978,23.8,92.8,148,2
1979,19.18,88.18,98,1
1980,22.69,91.69,115,1
1981,28.69,97.69,140,2
1982,29.82,98.82,182,2
1983,22.14,91.14,128,1
1984,27.63,96.63,176,2
1985,17.79,86.79,51,1
1986,16.15,85.15,69,1
1987,18.08,87.08,80,1
1988,21.34,90.34,124,1
1989,25.25,94.25,151,2
1990,27.6,96.6,173,2
1991,14.64,83.64,9,0
1992,27.24,96.24,137,2
1993,12.05,81.05,23,0
1994,24.67,93.67,164,2
1995,24.1,93.1,178,2
1996,21.82,90.82,96,1
1997,10.45,79.45,45,0
1998,27.22,96.22,135,2
1999,12.46,81.46,64,0
2000,16.87,85.87,50,1
